S3n36d2w6-120p5-4-8c3_1679305602

DAYS
2

WINDOWS
1	480	600
2	600	720
3	720	840
4	840	960
5	960	1080
6	1080	1200

FEES
1	5
2	6
3	7
4	8

CLUSTERS
CLUST NO.	LONCOORD.	LATCOORD.

51	-4.87416	43.3423
52	-4.7807	43.3423
57	-4.82743	43.31532

CUSTOMERS
CUST NO.	LONCOORD.	LATCOORD.	CLUST NO.	BASKET.	SERVICE TIME.	SEGMENT.	PREF LIST.
0	-4.82743	43.31532	0	0	0	0	0
1	-4.83459	43.3095	57	32	12	pensionerI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [5, 2, 1], 0, [3, 2, 1], [2, 2, 1], [1, 2, 1], [5, 1, 1], [4, 2, 1], [3, 1, 1], [2, 1, 1], [1, 1, 1], [4, 1, 1], [6, 2, 1], [6, 1, 1]]
2	-4.8454	43.29319	57	48	12	businessII	[[1, 1, 4], [1, 2, 4], [2, 1, 1], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 1], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 1], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 1], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 4], [6, 2, 4], [1, 1, 3], 0, [1, 1, 2], [1, 1, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [6, 2, 3], [6, 2, 2], [6, 2, 1]]
3	-4.84048	43.29877	57	76	12	familyI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [5, 1, 1], 0, [6, 1, 1], [1, 1, 1], [3, 1, 1], [5, 2, 1], [6, 2, 1], [2, 1, 1], [1, 2, 1], [3, 2, 1], [4, 1, 1], [2, 2, 1], [4, 2, 1]]
4	-4.80625	43.29998	57	54	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [6, 1, 3], 0, [5, 1, 3], [6, 1, 2], [6, 2, 3], [5, 1, 2], [5, 2, 3], [6, 1, 1], [6, 2, 2], [5, 1, 1], [5, 2, 2], [1, 1, 3], [6, 2, 1], [5, 2, 1], [1, 1, 2], [1, 2, 3], [1, 1, 1], [1, 2, 2], [3, 1, 3], [2, 1, 3], [1, 2, 1], [3, 1, 2], [3, 2, 3], [2, 1, 2], [2, 2, 3], [4, 1, 3], [3, 1, 1], [3, 2, 2], [2, 1, 1], [2, 2, 2], [4, 1, 2], [4, 2, 3], [3, 2, 1], [2, 2, 1], [4, 1, 1], [4, 2, 2], [4, 2, 1]]
5	-4.8316	43.29491	57	23	12	pensionerI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [1, 1, 1], 0, [3, 1, 1], [4, 1, 1], [6, 1, 1], [1, 2, 1], [3, 2, 1], [4, 2, 1], [2, 1, 1], [6, 2, 1], [5, 1, 1], [2, 2, 1], [5, 2, 1]]
6	-4.83203	43.29403	57	32	12	pensionerI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [2, 1, 1], 0, [5, 1, 1], [4, 1, 1], [2, 2, 1], [1, 1, 1], [5, 2, 1], [6, 1, 1], [4, 2, 1], [3, 1, 1], [1, 2, 1], [6, 2, 1], [3, 2, 1]]
7	-4.84637	43.30801	57	53	12	businessII	[[1, 1, 4], [1, 2, 4], [2, 1, 1], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 1], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 1], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 1], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 4], [6, 2, 4], [1, 1, 3], 0, [1, 1, 2], [1, 1, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [6, 2, 3], [6, 2, 2], [6, 2, 1]]
8	-4.81218	43.30257	57	58	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [1, 1, 3], 0, [5, 1, 3], [1, 2, 3], [6, 1, 3], [5, 2, 3], [6, 2, 3], [1, 1, 2], [5, 1, 2], [1, 2, 2], [6, 1, 2], [5, 2, 2], [6, 2, 2], [1, 1, 1], [5, 1, 1], [1, 2, 1], [6, 1, 1], [5, 2, 1], [6, 2, 1], [3, 1, 3], [3, 2, 3], [4, 1, 3], [3, 1, 2], [4, 2, 3], [2, 1, 3], [3, 2, 2], [2, 2, 3], [4, 1, 2], [3, 1, 1], [4, 2, 2], [2, 1, 2], [3, 2, 1], [2, 2, 2], [4, 1, 1], [4, 2, 1], [2, 1, 1], [2, 2, 1]]
9	-4.86622	43.32887	51	38	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [6, 1, 2], 0, [6, 1, 1], [2, 1, 2], [2, 1, 1], [5, 1, 2], [5, 1, 1], [6, 2, 2], [6, 2, 1], [4, 1, 2], [1, 1, 2], [4, 1, 1], [1, 1, 1], [2, 2, 2], [2, 2, 1], [5, 2, 2], [5, 2, 1], [3, 1, 2], [3, 1, 1], [4, 2, 2], [1, 2, 2], [4, 2, 1], [1, 2, 1], [3, 2, 2], [3, 2, 1]]
10	-4.7998	43.30967	57	54	12	businessII	[[1, 1, 4], [1, 2, 4], [2, 1, 1], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 1], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 1], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 1], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 4], [6, 2, 4], [6, 2, 3], 0, [6, 2, 2], [6, 2, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [1, 1, 3], [1, 1, 2], [1, 1, 1]]
11	-4.7956	43.31965	52	49	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [5, 2, 3], 0, [6, 2, 3], [5, 2, 2], [6, 2, 2], [5, 2, 1], [6, 2, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [4, 2, 3], [3, 2, 3], [5, 1, 3], [6, 1, 3], [2, 2, 3], [4, 2, 2], [3, 2, 2], [5, 1, 2], [6, 1, 2], [2, 2, 2], [4, 2, 1], [3, 2, 1], [5, 1, 1], [6, 1, 1], [1, 1, 3], [2, 2, 1], [1, 1, 2], [1, 1, 1], [4, 1, 3], [3, 1, 3], [2, 1, 3], [4, 1, 2], [3, 1, 2], [2, 1, 2], [4, 1, 1], [3, 1, 1], [2, 1, 1]]
