S3n48d2w6-120p5-4-8c4_1679305689

DAYS
2

WINDOWS
1	480	600
2	600	720
3	720	840
4	840	960
5	960	1080
6	1080	1200

FEES
1	5
2	6
3	7
4	8

CLUSTERS
CLUST NO.	LONCOORD.	LATCOORD.

51	-4.87416	43.3423
52	-4.7807	43.3423
57	-4.82743	43.31532
62	-4.7807	43.28834

CUSTOMERS
CUST NO.	LONCOORD.	LATCOORD.	CLUST NO.	BASKET.	SERVICE TIME.	SEGMENT.	PREF LIST.
0	-4.82743	43.31532	0	0	0	0	0
1	-4.83282	43.31224	57	41	12	businessI	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [2, 1, 3], 0, [2, 1, 2], [1, 1, 3], [2, 1, 1], [5, 1, 3], [1, 1, 2], [5, 1, 2], [1, 1, 1], [6, 1, 3], [5, 1, 1], [6, 1, 2], [6, 1, 1], [2, 2, 3], [2, 2, 2], [1, 2, 3], [2, 2, 1], [5, 2, 3], [1, 2, 2], [5, 2, 2], [1, 2, 1], [6, 2, 3], [5, 2, 1], [6, 2, 2], [6, 2, 1]]
2	-4.80373	43.30043	62	56	12	familyI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [3, 2, 1], 0, [6, 2, 1], [1, 2, 1], [5, 2, 1], [3, 1, 1], [6, 1, 1], [1, 1, 1], [2, 2, 1], [4, 2, 1], [5, 1, 1], [2, 1, 1], [4, 1, 1]]
3	-4.83298	43.30321	57	38	12	pensionerI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [2, 1, 1], 0, [1, 1, 1], [4, 1, 1], [2, 2, 1], [6, 1, 1], [3, 1, 1], [1, 2, 1], [4, 2, 1], [6, 2, 1], [3, 2, 1], [5, 1, 1], [5, 2, 1]]
4	-4.83977	43.29197	57	36	12	businessI	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [5, 2, 3], 0, [6, 2, 3], [5, 2, 2], [6, 2, 2], [5, 2, 1], [6, 2, 1], [2, 2, 3], [2, 2, 2], [2, 2, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [5, 1, 3], [6, 1, 3], [5, 1, 2], [6, 1, 2], [5, 1, 1], [6, 1, 1], [2, 1, 3], [2, 1, 2], [2, 1, 1], [1, 1, 3], [1, 1, 2], [1, 1, 1]]
5	-4.81099	43.3088	57	57	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [5, 1, 3], 0, [6, 1, 3], [5, 1, 2], [6, 1, 2], [5, 2, 3], [6, 2, 3], [1, 1, 3], [5, 1, 1], [6, 1, 1], [5, 2, 2], [6, 2, 2], [1, 1, 2], [1, 2, 3], [5, 2, 1], [6, 2, 1], [1, 1, 1], [1, 2, 2], [1, 2, 1], [2, 1, 3], [4, 1, 3], [2, 1, 2], [2, 2, 3], [4, 1, 2], [4, 2, 3], [2, 1, 1], [3, 1, 3], [2, 2, 2], [4, 1, 1], [4, 2, 2], [3, 1, 2], [2, 2, 1], [3, 2, 3], [4, 2, 1], [3, 1, 1], [3, 2, 2], [3, 2, 1]]
6	-4.82054	43.30958	57	80	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [1, 1, 3], 0, [5, 1, 3], [1, 1, 2], [6, 1, 3], [5, 1, 2], [1, 1, 1], [6, 1, 2], [5, 1, 1], [6, 1, 1], [2, 1, 3], [3, 1, 3], [1, 2, 3], [2, 1, 2], [4, 1, 3], [5, 2, 3], [3, 1, 2], [1, 2, 2], [6, 2, 3], [2, 1, 1], [4, 1, 2], [5, 2, 2], [3, 1, 1], [1, 2, 1], [6, 2, 2], [4, 1, 1], [5, 2, 1], [6, 2, 1], [2, 2, 3], [3, 2, 3], [2, 2, 2], [4, 2, 3], [3, 2, 2], [2, 2, 1], [4, 2, 2], [3, 2, 1], [4, 2, 1]]
7	-4.80623	43.3044	57	48	12	businessII	[[1, 1, 4], [1, 2, 4], [2, 1, 1], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 1], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 1], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 1], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 4], [6, 2, 4], [6, 1, 3], 0, [6, 1, 2], [6, 1, 1], [6, 2, 3], [1, 1, 3], [6, 2, 2], [1, 1, 2], [6, 2, 1], [1, 1, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1]]
8	-4.79713	43.29922	62	39	12	pensionerI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [6, 2, 1], 0, [1, 2, 1], [3, 2, 1], [5, 2, 1], [4, 2, 1], [6, 1, 1], [1, 1, 1], [3, 1, 1], [5, 1, 1], [4, 1, 1], [2, 2, 1], [2, 1, 1]]
9	-4.78921	43.31105	62	65	12	familyI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [1, 1, 1], 0, [3, 1, 1], [5, 1, 1], [6, 1, 1], [1, 2, 1], [3, 2, 1], [5, 2, 1], [2, 1, 1], [4, 1, 1], [6, 2, 1], [2, 2, 1], [4, 2, 1]]
