S3n54d3w6-120p5-4-8c3_1679305945

DAYS
3

WINDOWS
1	480	600
2	600	720
3	720	840
4	840	960
5	960	1080
6	1080	1200

FEES
1	5
2	6
3	7
4	8

CLUSTERS
CLUST NO.	LONCOORD.	LATCOORD.

51	-4.87416	43.3423
52	-4.7807	43.3423
57	-4.82743	43.31532

CUSTOMERS
CUST NO.	LONCOORD.	LATCOORD.	CLUST NO.	BASKET.	SERVICE TIME.	SEGMENT.	PREF LIST.
0	-4.82743	43.31532	0	0	0	0	0
1	-4.83551	43.30956	57	27	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [1, 3, 3], [1, 3, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [2, 3, 3], [2, 3, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [3, 3, 3], [3, 3, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [4, 3, 3], [4, 3, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [5, 3, 3], [5, 3, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [6, 3, 3], [6, 3, 4], [2, 3, 2], 0, [2, 3, 1], [5, 3, 2], [5, 3, 1], [6, 3, 2], [6, 3, 1], [2, 1, 2], [2, 1, 1], [2, 2, 2], [2, 2, 1], [3, 3, 2], [3, 3, 1], [5, 1, 2], [5, 1, 1], [4, 3, 2], [5, 2, 2], [1, 3, 2], [4, 3, 1], [5, 2, 1], [1, 3, 1], [6, 1, 2], [6, 1, 1], [6, 2, 2], [6, 2, 1], [3, 1, 2], [3, 1, 1], [3, 2, 2], [3, 2, 1], [4, 1, 2], [1, 1, 2], [4, 1, 1], [1, 1, 1], [4, 2, 2], [1, 2, 2], [4, 2, 1], [1, 2, 1]]
2	-4.80752	43.29918	57	32	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [1, 3, 3], [1, 3, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [2, 3, 3], [2, 3, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [3, 3, 3], [3, 3, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [4, 3, 3], [4, 3, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [5, 3, 3], [5, 3, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [6, 3, 3], [6, 3, 4], [2, 2, 2], 0, [2, 2, 1], [6, 2, 2], [6, 2, 1], [2, 3, 2], [2, 3, 1], [6, 3, 2], [6, 3, 1], [5, 2, 2], [5, 2, 1], [5, 3, 2], [5, 3, 1], [2, 1, 2], [3, 2, 2], [2, 1, 1], [3, 2, 1], [1, 2, 2], [1, 2, 1], [6, 1, 2], [6, 1, 1], [3, 3, 2], [3, 3, 1], [1, 3, 2], [1, 3, 1], [5, 1, 2], [5, 1, 1], [4, 2, 2], [4, 2, 1], [4, 3, 2], [4, 3, 1], [3, 1, 2], [3, 1, 1], [1, 1, 2], [1, 1, 1], [4, 1, 2], [4, 1, 1]]
3	-4.83157	43.31239	57	29	12	pensionerI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [1, 3, 2], [1, 3, 3], [1, 3, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [2, 3, 2], [2, 3, 3], [2, 3, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [3, 3, 2], [3, 3, 3], [3, 3, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [4, 3, 2], [4, 3, 3], [4, 3, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [5, 3, 2], [5, 3, 3], [5, 3, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [6, 3, 2], [6, 3, 3], [6, 3, 4], [3, 3, 1], 0, [4, 3, 1], [3, 1, 1], [2, 3, 1], [4, 1, 1], [6, 3, 1], [3, 2, 1], [2, 1, 1], [4, 2, 1], [6, 1, 1], [5, 3, 1], [2, 2, 1], [6, 2, 1], [5, 1, 1], [5, 2, 1], [1, 3, 1], [1, 1, 1], [1, 2, 1]]
4	-4.81303	43.31061	57	26	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [1, 3, 3], [1, 3, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [2, 3, 3], [2, 3, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [3, 3, 3], [3, 3, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [4, 3, 3], [4, 3, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [5, 3, 3], [5, 3, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [6, 3, 3], [6, 3, 4], [2, 3, 2], 0, [2, 3, 1], [5, 3, 2], [5, 3, 1], [6, 3, 2], [6, 3, 1], [2, 1, 2], [2, 1, 1], [5, 1, 2], [2, 2, 2], [5, 1, 1], [2, 2, 1], [5, 2, 2], [6, 1, 2], [5, 2, 1], [6, 1, 1], [6, 2, 2], [6, 2, 1], [3, 3, 2], [3, 3, 1], [1, 3, 2], [1, 3, 1], [3, 1, 2], [3, 1, 1], [3, 2, 2], [3, 2, 1], [1, 1, 2], [1, 1, 1], [1, 2, 2], [1, 2, 1], [4, 3, 2], [4, 3, 1], [4, 1, 2], [4, 1, 1], [4, 2, 2], [4, 2, 1]]
5	-4.83261	43.2939	57	40	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [1, 3, 3], [1, 3, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [2, 3, 3], [2, 3, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [3, 3, 3], [3, 3, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [4, 3, 3], [4, 3, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [5, 3, 3], [5, 3, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [6, 3, 3], [6, 3, 4], [2, 3, 2], 0, [2, 3, 1], [5, 3, 2], [5, 3, 1], [6, 3, 2], [6, 3, 1], [2, 1, 2], [2, 1, 1], [5, 1, 2], [5, 1, 1], [6, 1, 2], [6, 1, 1], [2, 2, 2], [2, 2, 1], [1, 3, 2], [1, 3, 1], [4, 3, 2], [5, 2, 2], [4, 3, 1], [3, 3, 2], [5, 2, 1], [3, 3, 1], [6, 2, 2], [6, 2, 1], [1, 1, 2], [1, 1, 1], [4, 1, 2], [4, 1, 1], [3, 1, 2], [3, 1, 1], [1, 2, 2], [1, 2, 1], [4, 2, 2], [4, 2, 1], [3, 2, 2], [3, 2, 1]]
6	-4.83169	43.29096	57	29	12	pensionerI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [1, 3, 2], [1, 3, 3], [1, 3, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [2, 3, 2], [2, 3, 3], [2, 3, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [3, 3, 2], [3, 3, 3], [3, 3, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [4, 3, 2], [4, 3, 3], [4, 3, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [5, 3, 2], [5, 3, 3], [5, 3, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [6, 3, 2], [6, 3, 3], [6, 3, 4], [6, 1, 1], 0, [1, 1, 1], [6, 3, 1], [5, 1, 1], [2, 1, 1], [3, 1, 1], [1, 3, 1], [6, 2, 1], [5, 3, 1], [4, 1, 1], [2, 3, 1], [3, 3, 1], [1, 2, 1], [4, 3, 1], [5, 2, 1], [2, 2, 1], [3, 2, 1], [4, 2, 1]]
7	-4.83261	43.29126	57	80	12	familyII	[[1, 1, 4], [1, 2, 4], [1, 3, 4], [2, 1, 4], [2, 2, 4], [2, 3, 4], [3, 1, 4], [3, 2, 4], [3, 3, 4], [4, 1, 4], [4, 2, 4], [4, 3, 4], [5, 1, 4], [5, 2, 4], [5, 3, 4], [6, 1, 4], [6, 2, 4], [6, 3, 4], [5, 1, 3], 0, [6, 1, 3], [5, 1, 2], [1, 1, 3], [6, 1, 2], [5, 1, 1], [1, 1, 2], [6, 1, 1], [1, 1, 1], [5, 3, 3], [6, 3, 3], [5, 3, 2], [1, 3, 3], [6, 3, 2], [5, 3, 1], [1, 3, 2], [6, 3, 1], [3, 1, 3], [1, 3, 1], [3, 1, 2], [4, 1, 3], [2, 1, 3], [3, 1, 1], [4, 1, 2], [2, 1, 2], [5, 2, 3], [6, 2, 3], [4, 1, 1], [2, 1, 1], [3, 3, 3], [5, 2, 2], [1, 2, 3], [6, 2, 2], [3, 3, 2], [4, 3, 3], [5, 2, 1], [2, 3, 3], [1, 2, 2], [6, 2, 1], [3, 3, 1], [4, 3, 2], [2, 3, 2], [1, 2, 1], [4, 3, 1], [2, 3, 1], [3, 2, 3], [3, 2, 2], [4, 2, 3], [2, 2, 3], [3, 2, 1], [4, 2, 2], [2, 2, 2], [4, 2, 1], [2, 2, 1]]
8	-4.83468	43.30595	57	37	12	businessI	[[1, 1, 4], [1, 2, 4], [1, 3, 4], [2, 1, 4], [2, 2, 4], [2, 3, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [3, 3, 1], [3, 3, 2], [3, 3, 3], [3, 3, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [4, 3, 1], [4, 3, 2], [4, 3, 3], [4, 3, 4], [5, 1, 4], [5, 2, 4], [5, 3, 4], [6, 1, 4], [6, 2, 4], [6, 3, 4], [5, 2, 3], 0, [5, 2, 2], [5, 2, 1], [2, 2, 3], [2, 2, 2], [2, 2, 1], [6, 2, 3], [1, 2, 3], [6, 2, 2], [1, 2, 2], [6, 2, 1], [1, 2, 1], [5, 1, 3], [5, 1, 2], [5, 1, 1], [2, 1, 3], [2, 1, 2], [2, 1, 1], [6, 1, 3], [1, 1, 3], [6, 1, 2], [1, 1, 2], [6, 1, 1], [1, 1, 1], [5, 3, 3], [5, 3, 2], [5, 3, 1], [2, 3, 3], [2, 3, 2], [2, 3, 1], [6, 3, 3], [1, 3, 3], [6, 3, 2], [1, 3, 2], [6, 3, 1], [1, 3, 1]]
9	-4.83203	43.29403	57	61	12	familyII	[[1, 1, 4], [1, 2, 4], [1, 3, 4], [2, 1, 4], [2, 2, 4], [2, 3, 4], [3, 1, 4], [3, 2, 4], [3, 3, 4], [4, 1, 4], [4, 2, 4], [4, 3, 4], [5, 1, 4], [5, 2, 4], [5, 3, 4], [6, 1, 4], [6, 2, 4], [6, 3, 4], [6, 1, 3], 0, [5, 1, 3], [6, 3, 3], [5, 3, 3], [6, 1, 2], [5, 1, 2], [6, 3, 2], [5, 3, 2], [6, 1, 1], [1, 1, 3], [5, 1, 1], [6, 3, 1], [1, 3, 3], [5, 3, 1], [1, 1, 2], [1, 3, 2], [1, 1, 1], [1, 3, 1], [3, 1, 3], [3, 3, 3], [3, 1, 2], [2, 1, 3], [3, 3, 2], [2, 3, 3], [4, 1, 3], [3, 1, 1], [2, 1, 2], [4, 3, 3], [3, 3, 1], [2, 3, 2], [4, 1, 2], [2, 1, 1], [4, 3, 2], [2, 3, 1], [4, 1, 1], [4, 3, 1], [6, 2, 3], [5, 2, 3], [6, 2, 2], [5, 2, 2], [6, 2, 1], [1, 2, 3], [5, 2, 1], [1, 2, 2], [1, 2, 1], [3, 2, 3], [3, 2, 2], [2, 2, 3], [4, 2, 3], [3, 2, 1], [2, 2, 2], [4, 2, 2], [2, 2, 1], [4, 2, 1]]
