S3n48d2w6-120p5-4-8c4_1679305648

DAYS
2

WINDOWS
1	480	600
2	600	720
3	720	840
4	840	960
5	960	1080
6	1080	1200

FEES
1	5
2	6
3	7
4	8

CLUSTERS
CLUST NO.	LONCOORD.	LATCOORD.

51	-4.87416	43.3423
52	-4.7807	43.3423
57	-4.82743	43.31532
62	-4.7807	43.28834

CUSTOMERS
CUST NO.	LONCOORD.	LATCOORD.	CLUST NO.	BASKET.	SERVICE TIME.	SEGMENT.	PREF LIST.
0	-4.82743	43.31532	0	0	0	0	0
1	-4.80298	43.32217	57	52	12	businessI	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [6, 1, 3], 0, [6, 1, 2], [2, 1, 3], [6, 1, 1], [2, 1, 2], [2, 1, 1], [5, 1, 3], [5, 1, 2], [5, 1, 1], [1, 1, 3], [1, 1, 2], [1, 1, 1], [6, 2, 3], [6, 2, 2], [2, 2, 3], [6, 2, 1], [2, 2, 2], [2, 2, 1], [5, 2, 3], [5, 2, 2], [5, 2, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1]]
2	-4.82658	43.309	57	48	12	businessII	[[1, 1, 4], [1, 2, 4], [2, 1, 1], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 1], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 1], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 1], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 4], [6, 2, 4], [1, 1, 3], 0, [1, 1, 2], [1, 1, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [6, 2, 3], [6, 2, 2], [6, 2, 1]]
3	-4.83368	43.30736	57	37	12	pensionerI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [3, 1, 1], 0, [1, 1, 1], [6, 1, 1], [5, 1, 1], [3, 2, 1], [1, 2, 1], [6, 2, 1], [5, 2, 1], [2, 1, 1], [4, 1, 1], [2, 2, 1], [4, 2, 1]]
4	-4.83815	43.29101	57	35	12	pensionerI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [2, 2, 1], 0, [6, 2, 1], [2, 1, 1], [6, 1, 1], [3, 2, 1], [4, 2, 1], [1, 2, 1], [3, 1, 1], [4, 1, 1], [1, 1, 1], [5, 2, 1], [5, 1, 1]]
5	-4.81651	43.3105	57	40	12	businessI	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [2, 1, 3], 0, [2, 1, 2], [2, 1, 1], [5, 1, 3], [5, 1, 2], [5, 1, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [1, 1, 3], [1, 1, 2], [1, 1, 1], [2, 2, 3], [2, 2, 2], [2, 2, 1], [5, 2, 3], [5, 2, 2], [5, 2, 1], [6, 2, 3], [6, 2, 2], [6, 2, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1]]
6	-4.7867	43.31179	62	72	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [1, 2, 3], 0, [5, 2, 3], [6, 2, 3], [1, 2, 2], [5, 2, 2], [6, 2, 2], [1, 2, 1], [5, 2, 1], [6, 2, 1], [1, 1, 3], [5, 1, 3], [4, 2, 3], [6, 1, 3], [1, 1, 2], [5, 1, 2], [4, 2, 2], [3, 2, 3], [6, 1, 2], [1, 1, 1], [5, 1, 1], [2, 2, 3], [4, 2, 1], [3, 2, 2], [6, 1, 1], [2, 2, 2], [3, 2, 1], [2, 2, 1], [4, 1, 3], [4, 1, 2], [3, 1, 3], [2, 1, 3], [4, 1, 1], [3, 1, 2], [2, 1, 2], [3, 1, 1], [2, 1, 1]]
7	-4.87012	43.33001	51	67	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [6, 2, 3], 0, [5, 2, 3], [1, 2, 3], [6, 2, 2], [5, 2, 2], [1, 2, 2], [6, 2, 1], [5, 2, 1], [1, 2, 1], [3, 2, 3], [2, 2, 3], [3, 2, 2], [4, 2, 3], [2, 2, 2], [6, 1, 3], [5, 1, 3], [3, 2, 1], [1, 1, 3], [4, 2, 2], [2, 2, 1], [6, 1, 2], [5, 1, 2], [1, 1, 2], [4, 2, 1], [6, 1, 1], [5, 1, 1], [1, 1, 1], [3, 1, 3], [2, 1, 3], [3, 1, 2], [4, 1, 3], [2, 1, 2], [3, 1, 1], [4, 1, 2], [2, 1, 1], [4, 1, 1]]
8	-4.87106	43.337	51	54	12	businessII	[[1, 1, 4], [1, 2, 4], [2, 1, 1], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 1], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 1], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 1], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 4], [6, 2, 4], [1, 1, 3], 0, [1, 1, 2], [1, 1, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [6, 2, 3], [6, 2, 2], [6, 2, 1]]
9	-4.80248	43.31392	57	52	12	familyI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [1, 2, 1], 0, [6, 2, 1], [3, 2, 1], [1, 1, 1], [6, 1, 1], [3, 1, 1], [5, 2, 1], [5, 1, 1], [2, 2, 1], [4, 2, 1], [2, 1, 1], [4, 1, 1]]
