S3n48d2w6-120p5-4-8c4_1679305633

DAYS
2

WINDOWS
1	480	600
2	600	720
3	720	840
4	840	960
5	960	1080
6	1080	1200

FEES
1	5
2	6
3	7
4	8

CLUSTERS
CLUST NO.	LONCOORD.	LATCOORD.

51	-4.87416	43.3423
52	-4.7807	43.3423
57	-4.82743	43.31532
62	-4.7807	43.28834

CUSTOMERS
CUST NO.	LONCOORD.	LATCOORD.	CLUST NO.	BASKET.	SERVICE TIME.	SEGMENT.	PREF LIST.
0	-4.82743	43.31532	0	0	0	0	0
1	-4.83263	43.30734	57	29	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [6, 1, 2], 0, [6, 1, 1], [2, 1, 2], [2, 1, 1], [5, 1, 2], [5, 1, 1], [6, 2, 2], [6, 2, 1], [2, 2, 2], [2, 2, 1], [5, 2, 2], [5, 2, 1], [4, 1, 2], [4, 1, 1], [1, 1, 2], [1, 1, 1], [3, 1, 2], [3, 1, 1], [4, 2, 2], [4, 2, 1], [1, 2, 2], [1, 2, 1], [3, 2, 2], [3, 2, 1]]
2	-4.83614	43.30867	57	44	12	businessI	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [5, 1, 3], 0, [5, 1, 2], [2, 1, 3], [5, 1, 1], [2, 1, 2], [2, 1, 1], [1, 1, 3], [1, 1, 2], [1, 1, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [5, 2, 3], [5, 2, 2], [2, 2, 3], [5, 2, 1], [2, 2, 2], [2, 2, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [6, 2, 3], [6, 2, 2], [6, 2, 1]]
3	-4.83651	43.30601	57	39	12	businessII	[[1, 1, 4], [1, 2, 4], [2, 1, 1], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 1], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 1], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 1], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 4], [6, 2, 4], [1, 1, 3], 0, [1, 1, 2], [1, 1, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [6, 2, 3], [6, 2, 2], [6, 2, 1]]
4	-4.84672	43.30782	57	69	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [1, 1, 3], 0, [1, 1, 2], [6, 1, 3], [5, 1, 3], [1, 1, 1], [6, 1, 2], [5, 1, 2], [6, 1, 1], [5, 1, 1], [2, 1, 3], [3, 1, 3], [2, 1, 2], [3, 1, 2], [4, 1, 3], [1, 2, 3], [2, 1, 1], [3, 1, 1], [4, 1, 2], [1, 2, 2], [6, 2, 3], [5, 2, 3], [4, 1, 1], [1, 2, 1], [6, 2, 2], [5, 2, 2], [6, 2, 1], [5, 2, 1], [2, 2, 3], [3, 2, 3], [2, 2, 2], [3, 2, 2], [4, 2, 3], [2, 2, 1], [3, 2, 1], [4, 2, 2], [4, 2, 1]]
5	-4.83099	43.31091	57	27	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [5, 1, 2], 0, [2, 1, 2], [5, 1, 1], [2, 1, 1], [6, 1, 2], [6, 1, 1], [5, 2, 2], [2, 2, 2], [5, 2, 1], [2, 2, 1], [6, 2, 2], [6, 2, 1], [4, 1, 2], [4, 1, 1], [3, 1, 2], [3, 1, 1], [1, 1, 2], [1, 1, 1], [4, 2, 2], [4, 2, 1], [3, 2, 2], [3, 2, 1], [1, 2, 2], [1, 2, 1]]
6	-4.83387	43.29033	57	39	12	businessI	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [2, 1, 3], 0, [5, 1, 3], [2, 1, 2], [5, 1, 2], [2, 1, 1], [1, 1, 3], [5, 1, 1], [1, 1, 2], [1, 1, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [2, 2, 3], [5, 2, 3], [2, 2, 2], [5, 2, 2], [2, 2, 1], [1, 2, 3], [5, 2, 1], [1, 2, 2], [1, 2, 1], [6, 2, 3], [6, 2, 2], [6, 2, 1]]
7	-4.85029	43.3013	57	50	12	businessI	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [5, 2, 3], 0, [6, 2, 3], [5, 2, 2], [6, 2, 2], [1, 2, 3], [5, 2, 1], [6, 2, 1], [1, 2, 2], [2, 2, 3], [1, 2, 1], [2, 2, 2], [2, 2, 1], [5, 1, 3], [6, 1, 3], [5, 1, 2], [6, 1, 2], [1, 1, 3], [5, 1, 1], [6, 1, 1], [1, 1, 2], [2, 1, 3], [1, 1, 1], [2, 1, 2], [2, 1, 1]]
8	-4.86703	43.32787	51	28	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [6, 2, 2], 0, [6, 2, 1], [5, 2, 2], [6, 1, 2], [5, 2, 1], [6, 1, 1], [5, 1, 2], [2, 2, 2], [5, 1, 1], [2, 2, 1], [2, 1, 2], [2, 1, 1], [1, 2, 2], [1, 2, 1], [3, 2, 2], [3, 2, 1], [4, 2, 2], [4, 2, 1], [1, 1, 2], [1, 1, 1], [3, 1, 2], [3, 1, 1], [4, 1, 2], [4, 1, 1]]
9	-4.87098	43.33853	51	35	12	businessII	[[1, 1, 4], [1, 2, 4], [2, 1, 1], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 1], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 1], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 1], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 4], [6, 2, 4], [6, 2, 3], 0, [6, 2, 2], [6, 2, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [1, 1, 3], [1, 1, 2], [1, 1, 1]]
