S3n48d2w6-120p5-4-8c4_1679305651

DAYS
2

WINDOWS
1	480	600
2	600	720
3	720	840
4	840	960
5	960	1080
6	1080	1200

FEES
1	5
2	6
3	7
4	8

CLUSTERS
CLUST NO.	LONCOORD.	LATCOORD.

51	-4.87416	43.3423
52	-4.7807	43.3423
57	-4.82743	43.31532
62	-4.7807	43.28834

CUSTOMERS
CUST NO.	LONCOORD.	LATCOORD.	CLUST NO.	BASKET.	SERVICE TIME.	SEGMENT.	PREF LIST.
0	-4.82743	43.31532	0	0	0	0	0
1	-4.83331	43.3045	57	47	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [5, 1, 3], 0, [6, 1, 3], [5, 1, 2], [6, 1, 2], [1, 1, 3], [5, 1, 1], [6, 1, 1], [1, 1, 2], [1, 1, 1], [2, 1, 3], [4, 1, 3], [3, 1, 3], [5, 2, 3], [2, 1, 2], [4, 1, 2], [3, 1, 2], [6, 2, 3], [5, 2, 2], [2, 1, 1], [4, 1, 1], [3, 1, 1], [6, 2, 2], [1, 2, 3], [5, 2, 1], [6, 2, 1], [1, 2, 2], [1, 2, 1], [2, 2, 3], [4, 2, 3], [3, 2, 3], [2, 2, 2], [4, 2, 2], [3, 2, 2], [2, 2, 1], [4, 2, 1], [3, 2, 1]]
2	-4.84155	43.29717	57	39	12	businessII	[[1, 1, 4], [1, 2, 4], [2, 1, 1], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 1], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 1], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 1], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 4], [6, 2, 4], [1, 2, 3], 0, [1, 2, 2], [6, 2, 3], [1, 2, 1], [6, 2, 2], [6, 2, 1], [1, 1, 3], [1, 1, 2], [6, 1, 3], [1, 1, 1], [6, 1, 2], [6, 1, 1]]
3	-4.82658	43.309	57	40	12	businessI	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [2, 1, 3], 0, [6, 1, 3], [2, 1, 2], [6, 1, 2], [2, 1, 1], [6, 1, 1], [5, 1, 3], [5, 1, 2], [5, 1, 1], [1, 1, 3], [1, 1, 2], [1, 1, 1], [2, 2, 3], [6, 2, 3], [2, 2, 2], [6, 2, 2], [2, 2, 1], [6, 2, 1], [5, 2, 3], [5, 2, 2], [5, 2, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1]]
4	-4.82743	43.31532	57	40	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [5, 1, 2], 0, [5, 1, 1], [2, 1, 2], [2, 1, 1], [6, 1, 2], [6, 1, 1], [4, 1, 2], [4, 1, 1], [3, 1, 2], [3, 1, 1], [1, 1, 2], [1, 1, 1], [5, 2, 2], [5, 2, 1], [2, 2, 2], [2, 2, 1], [6, 2, 2], [6, 2, 1], [4, 2, 2], [4, 2, 1], [3, 2, 2], [3, 2, 1], [1, 2, 2], [1, 2, 1]]
5	-4.83371	43.30782	57	59	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [6, 1, 3], 0, [5, 1, 3], [1, 1, 3], [6, 1, 2], [5, 1, 2], [1, 1, 2], [6, 1, 1], [5, 1, 1], [1, 1, 1], [6, 2, 3], [5, 2, 3], [1, 2, 3], [6, 2, 2], [5, 2, 2], [2, 1, 3], [1, 2, 2], [6, 2, 1], [5, 2, 1], [4, 1, 3], [2, 1, 2], [1, 2, 1], [3, 1, 3], [4, 1, 2], [2, 1, 1], [3, 1, 2], [4, 1, 1], [3, 1, 1], [2, 2, 3], [4, 2, 3], [2, 2, 2], [3, 2, 3], [4, 2, 2], [2, 2, 1], [3, 2, 2], [4, 2, 1], [3, 2, 1]]
6	-4.83977	43.29197	57	42	12	businessI	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [6, 1, 3], 0, [5, 1, 3], [6, 1, 2], [5, 1, 2], [6, 1, 1], [5, 1, 1], [1, 1, 3], [1, 1, 2], [1, 1, 1], [2, 1, 3], [2, 1, 2], [2, 1, 1], [6, 2, 3], [5, 2, 3], [6, 2, 2], [5, 2, 2], [6, 2, 1], [5, 2, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [2, 2, 3], [2, 2, 2], [2, 2, 1]]
7	-4.8201	43.31061	57	20	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [6, 1, 2], 0, [5, 1, 2], [6, 1, 1], [5, 1, 1], [2, 1, 2], [2, 1, 1], [6, 2, 2], [5, 2, 2], [6, 2, 1], [5, 2, 1], [2, 2, 2], [2, 2, 1], [3, 1, 2], [3, 1, 1], [4, 1, 2], [4, 1, 1], [3, 2, 2], [3, 2, 1], [4, 2, 2], [4, 2, 1], [1, 1, 2], [1, 1, 1], [1, 2, 2], [1, 2, 1]]
8	-4.8032	43.32232	57	75	12	familyI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [1, 2, 1], 0, [5, 2, 1], [3, 2, 1], [6, 2, 1], [1, 1, 1], [5, 1, 1], [3, 1, 1], [6, 1, 1], [4, 2, 1], [2, 2, 1], [4, 1, 1], [2, 1, 1]]
9	-4.80601	43.30544	57	61	12	familyII	[[1, 1, 4], [1, 2, 4], [2, 1, 4], [2, 2, 4], [3, 1, 4], [3, 2, 4], [4, 1, 4], [4, 2, 4], [5, 1, 4], [5, 2, 4], [6, 1, 4], [6, 2, 4], [5, 1, 3], 0, [1, 1, 3], [5, 1, 2], [5, 2, 3], [1, 1, 2], [5, 1, 1], [1, 2, 3], [6, 1, 3], [5, 2, 2], [1, 1, 1], [1, 2, 2], [6, 1, 2], [5, 2, 1], [6, 2, 3], [1, 2, 1], [6, 1, 1], [6, 2, 2], [2, 1, 3], [4, 1, 3], [6, 2, 1], [3, 1, 3], [2, 1, 2], [4, 1, 2], [2, 2, 3], [4, 2, 3], [3, 1, 2], [2, 1, 1], [3, 2, 3], [4, 1, 1], [2, 2, 2], [4, 2, 2], [3, 1, 1], [3, 2, 2], [2, 2, 1], [4, 2, 1], [3, 2, 1]]
10	-4.87012	43.33001	51	47	12	businessII	[[1, 1, 4], [1, 2, 4], [2, 1, 1], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 1], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 1], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 1], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 1], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 1], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 1], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 1], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 4], [6, 2, 4], [6, 2, 3], 0, [6, 2, 2], [6, 2, 1], [6, 1, 3], [6, 1, 2], [6, 1, 1], [1, 2, 3], [1, 2, 2], [1, 2, 1], [1, 1, 3], [1, 1, 2], [1, 1, 1]]
11	-4.87301	43.33168	51	32	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [2, 1, 2], 0, [2, 1, 1], [6, 1, 2], [6, 1, 1], [5, 1, 2], [5, 1, 1], [1, 1, 2], [1, 1, 1], [4, 1, 2], [4, 1, 1], [2, 2, 2], [2, 2, 1], [6, 2, 2], [6, 2, 1], [5, 2, 2], [5, 2, 1], [3, 1, 2], [3, 1, 1], [1, 2, 2], [1, 2, 1], [4, 2, 2], [4, 2, 1], [3, 2, 2], [3, 2, 1]]
12	-4.87566	43.32964	51	23	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [6, 1, 2], 0, [6, 1, 1], [2, 1, 2], [2, 1, 1], [5, 1, 2], [5, 1, 1], [6, 2, 2], [6, 2, 1], [2, 2, 2], [2, 2, 1], [3, 1, 2], [3, 1, 1], [5, 2, 2], [5, 2, 1], [1, 1, 2], [1, 1, 1], [4, 1, 2], [4, 1, 1], [3, 2, 2], [3, 2, 1], [1, 2, 2], [1, 2, 1], [4, 2, 2], [4, 2, 1]]
13	-4.868	43.33676	51	76	12	familyI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [5, 2, 1], 0, [6, 2, 1], [1, 2, 1], [3, 2, 1], [5, 1, 1], [6, 1, 1], [1, 1, 1], [3, 1, 1], [2, 2, 1], [4, 2, 1], [2, 1, 1], [4, 1, 1]]
14	-4.84209	43.29818	57	40	12	pensionerII	[[1, 1, 3], [1, 1, 4], [1, 2, 3], [1, 2, 4], [2, 1, 3], [2, 1, 4], [2, 2, 3], [2, 2, 4], [3, 1, 3], [3, 1, 4], [3, 2, 3], [3, 2, 4], [4, 1, 3], [4, 1, 4], [4, 2, 3], [4, 2, 4], [5, 1, 3], [5, 1, 4], [5, 2, 3], [5, 2, 4], [6, 1, 3], [6, 1, 4], [6, 2, 3], [6, 2, 4], [6, 1, 2], 0, [6, 1, 1], [2, 1, 2], [2, 1, 1], [5, 1, 2], [5, 1, 1], [6, 2, 2], [6, 2, 1], [2, 2, 2], [2, 2, 1], [5, 2, 2], [5, 2, 1], [1, 1, 2], [1, 1, 1], [3, 1, 2], [3, 1, 1], [4, 1, 2], [4, 1, 1], [1, 2, 2], [1, 2, 1], [3, 2, 2], [3, 2, 1], [4, 2, 2], [4, 2, 1]]
15	-4.84661	43.30082	57	41	12	familyI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [3, 2, 1], 0, [1, 2, 1], [5, 2, 1], [6, 2, 1], [3, 1, 1], [1, 1, 1], [5, 1, 1], [6, 1, 1], [4, 2, 1], [2, 2, 1], [4, 1, 1], [2, 1, 1]]
16	-4.81529	43.31144	57	35	12	pensionerI	[[1, 1, 2], [1, 1, 3], [1, 1, 4], [1, 2, 2], [1, 2, 3], [1, 2, 4], [2, 1, 2], [2, 1, 3], [2, 1, 4], [2, 2, 2], [2, 2, 3], [2, 2, 4], [3, 1, 2], [3, 1, 3], [3, 1, 4], [3, 2, 2], [3, 2, 3], [3, 2, 4], [4, 1, 2], [4, 1, 3], [4, 1, 4], [4, 2, 2], [4, 2, 3], [4, 2, 4], [5, 1, 2], [5, 1, 3], [5, 1, 4], [5, 2, 2], [5, 2, 3], [5, 2, 4], [6, 1, 2], [6, 1, 3], [6, 1, 4], [6, 2, 2], [6, 2, 3], [6, 2, 4], [6, 1, 1], 0, [5, 1, 1], [2, 1, 1], [3, 1, 1], [1, 1, 1], [6, 2, 1], [5, 2, 1], [2, 2, 1], [3, 2, 1], [4, 1, 1], [1, 2, 1], [4, 2, 1]]
